Appendicitis & 0.001 & 0.000 & 374.388 && -0.047 & 0.000 & 360.150 \\
Breast_Cancer & 0.052 & 9.704 & 3427.396 && 0.099 & 7.685 & 3453.035 \\
Bupa & 0.022 & 2.222 & 1350.327 && 0.005 & 2.745 & 1320.946 \\
Circles & 0.020 & 1.333 & 1042.597 && 0.027 & 1.143 & 1004.287 \\
Ecoli & 0.005 & 6.912 & 1098.664 && 0.004 & 1.618 & 1045.699 \\
Glass & -0.009 & 0.000 & 703.172 && -0.007 & 0.000 & 686.843 \\
Haberman & 0.010 & 2.000 & 1098.043 && -0.003 & 2.000 & 1065.608 \\
Hayesroth & -0.009 & 0.000 & 534.294 && 0.002 & 0.000 & 507.300 \\
Ionosphere & 0.025 & 3.399 & 1821.049 && 0.044 & 3.530 & 1780.769 \\
Iris & 0.433 & 0.000 & 494.135 && 0.670 & 0.000 & 451.290 \\
Led7Digit & 0.006 & 4.867 & 1668.206 && 0.002 & 1.933 & 1648.570 \\
Monk2 & 0.043 & 3.810 & 1743.874 && 0.035 & 3.637 & 1702.858 \\
Moons & 0.081 & 1.905 & 1040.926 && 0.157 & 0.571 & 1021.028 \\
Movement_Libras & 0.003 & 0.784 & 1437.908 && 0.001 & 0.392 & 1403.783 \\
Pima & 0.011 & 15.169 & 3803.816 && 0.014 & 12.605 & 3723.091 \\
Saheart & 0.029 & 6.160 & 2013.580 && 0.006 & 6.739 & 1977.839 \\
Sonar & 0.010 & 0.364 & 1076.248 && 0.001 & 0.727 & 1061.966 \\
Soybean & 0.371 & 0.000 & 175.224 && 0.483 & 0.000 & 159.017 \\
Spectfheart & 0.104 & 1.099 & 1395.389 && 0.084 & 0.659 & 1365.181 \\
Spiral & 0.016 & 0.952 & 1044.697 && 0.004 & 0.953 & 1021.158 \\
Tae & 0.004 & 0.000 & 506.495 && 0.010 & 0.000 & 476.786 \\
Vehicle & 0.002 & 19.557 & 4008.912 && 0.003 & 10.255 & 4024.292 \\
Vowel & 0.001 & 10.465 & 3796.154 && 0.001 & 8.000 & 3763.485 \\
Wdbc & 0.038 & 10.246 & 3424.397 && 0.025 & 9.212 & 3400.415 \\
Zoo & 0.016 & 0.000 & 332.475 && 0.129 & 0.000 & 318.684 \\
